0,2
1,15
2,2
3,3
4,879
5,3
6,112
7,22
8,1
9,39
10,3
11,1
12,6
13,1
14,1
15,7
16,16
17,1
18,92
19,13
20,35
21,2
22,327
23,85
24,131
25,6
26,1
27,67
28,719
29,79
30,461
31,3
32,1
33,76
34,12
35,1
36,5
37,26
38,4
39,2
40,1
41,18
42,6
43,29
44,4
45,15
46,200
47,68
48,1
49,1
50,1
51,3
52,55
53,1
54,195
55,1
56,3
57,3
58,9
59,337
60,10
61,3
62,9
63,12
64,5
65,1
66,30
67,1
68,1
69,3
70,1
71,173
72,2
73,2
74,5
75,11
76,4
77,104
78,180
79,1
80,4
81,55
82,2
83,1
84,121
85,44
86,132
87,6
88,8
89,1
90,3
91,81
92,1
93,28
94,2
95,595
96,275
97,3
98,10
99,1
100,1
101,7
102,1
103,2
104,6
105,2
106,1
107,99
108,5
109,1
110,136
111,1
112,48
113,2
114,1
115,1
116,2
117,5
118,33
119,127
120,20
121,1
122,14
123,4
124,207
125,35
126,1
127,319
128,157
129,112
130,54
131,3
132,53
133,1
134,1
135,1
136,1
137,4
138,1
139,1
140,5
141,1
142,1
143,37
144,825
145,31
146,15
147,1
148,2
149,597
150,150
151,262
152,73
153,1
154,32
155,10
156,1
157,1
158,1
159,2
160,1
161,35
162,4
163,20
164,471
165,5
166,2
167,3
168,1
169,693
170,53
171,4
172,72
173,3
174,2
175,13
176,77
177,1
178,3
179,1
180,16
181,13
182,3
183,104
184,42
185,2
186,5
187,3
188,1
189,2
190,24
191,2
192,518
193,1
194,2
195,51
196,3
197,7
198,5
199,45
200,336
201,2
202,122
203,402
204,2
205,2
206,1
207,362
208,15
209,327
210,4
211,212
212,67
213,6
214,3
215,14
216,4
217,172
218,1
219,2
220,222
221,2
222,10
223,992
224,3
225,42
226,4
227,2
228,3
229,9
230,2
231,1
232,88
233,2
234,2
235,934
236,2
237,547
238,806
239,26
240,24
241,2
242,1
243,1
244,33
245,1
246,1
247,4
248,1
249,17
250,1
251,1
252,4
253,2
254,20
255,1
256,1
257,13
258,3
259,2
260,26
261,421
262,1
263,4
264,4
265,22
266,3
267,2
268,1
269,35
270,52
271,16
272,4
273,30
274,64
275,1
276,1
277,122
278,1
279,163
280,3
281,3
282,6
283,49
284,1
285,1
286,187
287,7
288,146
289,4
290,158
291,52
292,14
293,222
294,968
295,1
296,1
297,9
298,113
299,1
300,1
301,2
302,1
303,1
304,1
305,2
306,1
307,2
308,1
309,8
310,3
311,6
312,2
313,4
314,1
315,161
316,2
317,164
318,24
319,11
320,3
321,1
322,158
323,2
324,6
325,12
326,13
327,243
328,2
329,1
330,7
331,1
332,1
333,2
334,1
335,3
336,143
337,386
338,1
339,66
340,7
341,1
342,1
343,4
344,1
345,21
346,13
347,8
348,1
349,49
350,2
351,1
352,249
353,25
354,10
355,17
356,8
357,1
358,2
359,3
360,86
361,1
362,1
363,660
364,181
365,1
366,1
367,1
368,2
369,63
370,3
371,444
372,11
373,45
374,20
375,45
376,6
377,2
378,132
379,46
380,823
381,10
382,652
383,29
384,30
385,61
386,81
387,17
388,21
389,2
390,184
391,21
392,82
393,1
394,430
395,6
396,2
397,75
398,5
399,1
400,12
