9943,0
84,1
19,2
31,3
975,4
512,5
333,6
1,7
4,8
5,9
789,10
361,11
2,12
3,13
63,14
1008,15
103,16
6,17
78,18
8,19
514,20
16,21
2810,22
1,23
9722,24
235,25
1,26
201,27
1427,28
4854,29
5656,30
202,31
3,32
9,33
74,34
1,35
388,36
243,37
6,38
205,39
1,40
19,41
130,42
367,43
1485,44
1,45
10,46
4,47
3029,48
1,49
751,50
558,51
302,52
9066,53
4240,54
1,55
27,56
57,57
1,58
453,59
394,60
27,61
170,62
24,63
1,64
4683,65
1862,66
10,67
1212,68
33,69
3470,70
4005,71
18,72
3624,73
10,74
3,75
16,76
7,77
272,78
31,79
2,80
36,81
3518,82
132,83
6,84
973,85
28,86
60,87
1651,88
1632,89
4,90
9294,91
126,92
6,93
109,94
2,95
13,96
2520,97
142,98
4630,99
223,100
9,101
6,102
704,103
1,104
8,105
2156,106
605,107
47,108
2,109
1,110
16,111
5,112
2,113
151,114
4896,115
2,116
1,117
312,118
65,119
12,120
2402,121
2,122
4,123
1635,124
1816,125
1,126
95,127
9597,128
4745,129
4540,130
124,131
257,132
2,133
419,134
413,135
40,136
1,137
52,138
591,139
46,140
10,141
281,142
1934,143
1,144
883,145
305,146
3,147
2896,148
14,149
1,150
1,151
7,152
266,153
821,154
58,155
7,156
277,157
20,158
731,159
501,160
1511,161
1146,162
768,163
10,164
1527,165
59,166
410,167
2342,168
77,169
75,170
26,171
188,172
14,173
284,174
11,175
1,176
251,177
2,178
9,179
187,180
1,181
3387,182
1,183
570,184
2633,185
46,186
79,187
1,188
3146,189
10,190
46,191
1,192
1,193
13,194
2,195
21,196
26,197
576,198
440,199
442,200
255,201
5,202
5,203
15,204
26,205
365,206
19,207
152,208
73,209
1,210
5,211
27,212
1,213
495,214
20,215
347,216
310,217
10,218
8349,219
232,220
5580,221
2190,222
190,223
3,224
3511,225
2,226
2,227
52,228
1870,229
7482,230
1,231
7207,232
1,233
629,234
4,235
3675,236
1,237
381,238
2466,239
1164,240
1,241
30,242
452,243
883,244
2237,245
15,246
1859,247
453,248
3334,249
7,250
3,251
1,252
4005,253
18,254
15,255
2011,256
1,257
351,258
7,259
3300,260
473,261
74,262
242,263
3865,264
3672,265
1,266
272,267
1353,268
5,269
52,270
48,271
89,272
1,273
5108,274
6269,275
1,276
173,277
25,278
13,279
1,280
11,281
3,282
58,283
36,284
3308,285
579,286
4,287
3725,288
2453,289
24,290
1615,291
52,292
717,293
36,294
1,295
9,296
2,297
2125,298
8,299
1,300
1,301
547,302
